,0,1,2,3,4
0,135.46220352977593,-82.75769853482748,-29.244194649465328,47.40130655095369,-33.63988893611096
1,3.708573163539022,-49.206355801691245,-0.2198347785570866,-41.57048790553909,-61.49598675257829
2,-52.832084027518,63.00414136745974,12.221974077026667,-64.23405625035305,-28.062911840459964
3,-82.12896154891135,-24.95266606190109,-4.768040050552586,-14.507420336577981,-21.26684115647524
4,-103.86922744748199,-32.21237818128716,-47.754612728819545,14.506391708812512,24.252953250278065
5,147.58678700577696,3.3251495229400363,-19.629566611214056,3.671117417873045,6.336279639195953
6,-89.92229172023285,80.01540184703578,19.624003796760274,135.129649480466,-29.930589203692413
7,-33.17322494008556,-59.2860706535163,154.29619654849503,-2.510291218937524,58.04624972246977
8,142.26385818331045,115.46258685199733,4.468797662053741,-27.767856641022192,55.86140779585999
9,114.17674515100585,-20.772304306897198,-3.0494677202020277,10.177334490744553,-5.31610928917013
10,-79.27721362887434,33.562420569755304,-0.7565048347744042,-51.97146235062594,-60.49799632453429
11,-101.99516372030395,-26.182226619067677,-85.18875071075067,-8.324224945794,95.71343309521744
